Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Power,Seats,New_Price,Price,Engine,Model,Brand,Mileage_Unit,Mileage_Clean
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,68.0,5.0,1147000.0,1.6,1.4,Ford Ikon,Ford,kmpl,13.8
Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,Diesel,Automatic,First,174.33,5.0,6324000.0,16.67,2.0,Audi A6,Audi,kmpl,17.68
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Petrol,Automatic,First,98.6,5.0,974000.0,3.85,1.4,Hyundai i20,Hyundai,kmpl,15.0
Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,174.5,7.0,3669000.0,10.64,2.8,Toyota Fortuner,Toyota,kmpl,14.24
Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,53.3,5.0,437000.0,3.5,0.8,Renault KWID,Renault,kmpl,25.17
Chevrolet Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,62.0,5.0,1147000.0,1.1,1.0,Chevrolet Spark,Chevrolet,kmpl,18.0
Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Petrol,Manual,Second,103.2,5.0,1392000.0,2.6,1.6,Hyundai Verna,Hyundai,kmpl,16.2
BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,Diesel,Automatic,First,184.0,5.0,4879000.0,18.5,2.0,BMW 3,BMW,kmpl,18.88
Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,74.0,5.0,750500.0,7.95,1.2,Maruti Swift,Maruti,kmpl,26.59
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,73.97,5.0,823000.0,5.49,1.2,Hyundai Xcent,Hyundai,kmpl,25.4
Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,88.7,5.0,1010000.0,6.95,1.2,Honda Jazz,Honda,kmpl,19.0
Tata Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,70.0,5.0,777000.0,1.0,1.4,Tata Indigo,Tata,kmpl,17.0
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,67.0,5.0,1147000.0,4.45,1.4,Ford Fiesta,Ford,kmpl,17.8
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,88.5,5.0,1253000.0,6.99,1.2,Maruti S-Cross,Maruti,kmpl,25.1
Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,104.68,5.0,792000.0,3.51,1.6,Maruti SX4,Maruti,kmpl,15.6
Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,83.1,5.0,949500.0,7.54,1.2,Maruti Baleno,Maruti,kmpl,21.4
Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,73.94,5.0,792000.0,3.65,1.2,Maruti Ritz,Maruti,kmpl,23.2
Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,126.24,5.0,2087000.0,16.0,1.6,Hyundai Elantra,Hyundai,kmpl,19.5
Chevrolet Spark 1.0 LT,Kolkata,2012,11000,Petrol,Manual,First,62.1,5.0,1147000.0,1.4,1.0,Chevrolet Spark,Chevrolet,kmpl,16.2
Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,81.83,5.0,974000.0,6.45,1.2,Hyundai i20,Hyundai,kmpl,18.6
Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,71.0,5.0,823000.0,4.4,1.1,Hyundai Xcent,Hyundai,kmpl,24.4
Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,88.7,5.0,885000.0,5.95,1.2,Honda Jazz,Honda,kmpl,19.0
Honda Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,86.8,5.0,663000.0,3.9,1.2,Honda Brio,Honda,kmpl,19.4
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,Diesel,Automatic,First,201.1,5.0,8757000.0,35.28,2.1,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,13.0
Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,153.86,7.0,2087000.0,14.25,2.2,Tata Hexa,Tata,kmpl,17.6
Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,71.0,5.0,823000.0,4.5,1.1,Hyundai Xcent,Hyundai,kmpl,24.4
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,89.84,5.0,1212000.0,7.5,1.5,Ford Ecosport,Ford,kmpl,22.7
Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,37.48,4.0,777000.0,3.41,0.6,Tata Nano,Tata,kmpl,21.9
Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,86.8,5.0,663000.0,3.25,1.2,Honda Brio,Honda,kmpl,19.4
Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,88.5,7.0,1127000.0,8.3,1.2,Maruti Ertiga,Maruti,kmpl,24.52
Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,78.9,5.0,974000.0,3.45,1.2,Hyundai i10,Hyundai,kmpl,20.36
Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,140.0,7.0,1639999.9999999998,11.95,2.2,Mahindra XUV500,Mahindra,kmpl,16.0
Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,103.6,5.0,1163500.0,4.25,1.6,Volkswagen Vento,Volkswagen,kmpl,20.54
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,138.1,7.0,1695000.0,8.25,2.2,Tata Safari,Tata,kmpl,14.0
Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,180.0,5.0,1185000.0,5.95,2.4,Honda Accord,Honda,kmpl,10.2
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,73.0,7.0,498000.00000000006,4.3,1.2,Maruti Eeco,Maruti,kmpl,15.1
Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,74.0,5.0,792000.0,3.9,1.2,Maruti Swift,Maruti,kmpl,22.9
Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,83.1,5.0,880000.0000000001,6.41,1.2,Maruti Baleno,Maruti,kmpl,21.4
Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,140.0,7.0,1639999.9999999998,8.36,2.2,Mahindra XUV500,Mahindra,kmpl,15.1
Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,82.0,5.0,806000.0,3.85,1.2,Hyundai Xcent,Hyundai,kmpl,19.1
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,Diesel,Automatic,First,167.62,5.0,4949000.0,36.0,2.1,Mercedes-Benz New,Mercedes-Benz,kmpl,19.27
Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,160.0,5.0,3336000.0,7.5,1.8,Skoda Superb,Skoda,kmpl,13.14
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,88.73,5.0,1126000.0,5.7,1.5,Volkswagen CrossPolo,Volkswagen,kmpl,20.14
Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,81.8,5.0,590000.0,5.5,1.2,Maruti Ignis,Maruti,kmpl,20.89
Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,74.0,5.0,727000.0,5.9,1.2,Maruti Swift,Maruti,kmpl,25.2
Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,117.3,5.0,1529000.0,7.75,1.5,Honda City,Honda,kmpl,17.8
BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,235.0,5.0,7978000.0,18.0,3.0,BMW 5,BMW,kmpl,11.5
Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,106.0,5.0,2837000.0,4.4,1.9,Skoda Laura,Skoda,kmpl,17.5
Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,103.5,5.0,1166000.0,8.27,1.2,Volkswagen Polo,Volkswagen,kmpl,17.21
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,83.8,5.0,1501000.0,4.75,1.5,Renault Duster,Renault,kmpl,19.87
Honda City 1.5 S AT,Hyderabad,2008,73095,Petrol,Automatic,First,118.0,5.0,1268000.0,3.8,1.5,Honda City,Honda,kmpl,16.8
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,103.6,5.0,1191000.0,3.4,1.6,Volkswagen Vento,Volkswagen,kmpl,20.54
Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,82.0,5.0,746000.0,4.7,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,68.0,5.0,1147000.0,1.49,1.4,Ford Fiesta,Ford,kmpl,16.6
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,71.0,5.0,823000.0,4.5,1.1,Hyundai Xcent,Hyundai,kmpl,24.4
Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,98.6,5.0,853999.9999999999,5.4,1.5,Honda Amaze,Honda,kmpl,25.8
Honda City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,117.3,5.0,1268000.0,11.5,1.5,Honda City,Honda,kmpl,18.0
Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,108.5,5.0,1501000.0,3.5,1.5,Renault Fluence,Renault,kmpl,20.4
BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,190.0,5.0,6371000.0,16.5,2.0,BMW 5,BMW,kmpl,22.48
Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,103.3,5.0,792000.0,3.9,1.6,Maruti SX4,Maruti,kmpl,15.5
Honda City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,78.0,5.0,1268000.0,3.25,1.5,Honda City,Honda,kmpl,16.4
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,73.75,5.0,868000.0,5.84,1.2,Volkswagen Ameo,Volkswagen,kmpl,17.0
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,73.75,5.0,809000.0,5.75,1.2,Volkswagen Ameo,Volkswagen,kmpl,17.0
Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,140.0,5.0,5314000.0,10.0,2.0,Audi A4,Audi,kmpl,16.55
Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,67.1,5.0,531500.0,1.05,1.0,Maruti Wagon,Maruti,kmpl,18.9
Hyundai Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,126.32,5.0,1557000.0,5.64,1.6,Hyundai Verna,Hyundai,kmpl,19.08
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,170.0,5.0,6456999.999999999,50.97,2.1,Mercedes-Benz GLC,Mercedes-Benz,kmpl,17.9
BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,190.0,5.0,6088000.0,29.95,2.0,BMW 3,BMW,kmpl,21.76
Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,98.6,7.0,1185000.0,4.85,1.5,Honda Mobilio,Honda,kmpl,24.2
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,126.2,5.0,1621000.0,14.5,1.6,Hyundai Creta,Hyundai,kmpl,17.01
Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,118.0,5.0,1179500.0,5.5,1.5,Honda City,Honda,kmpl,17.0
Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,68.0,5.0,1147000.0,3.2,1.4,Ford Fiesta,Ford,kmpl,17.8
Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,74.0,5.0,727000.0,4.5,1.2,Maruti Swift,Maruti,kmpl,26.59
Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,204.0,5.0,8757000.0,30.72,2.1,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,13.0
Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,147.9,7.0,1147000.0,3.5,2.0,Chevrolet Captiva,Chevrolet,kmpl,11.5
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,102.0,7.0,2354000.0,6.99,2.5,Toyota Innova,Toyota,kmpl,12.8
Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,100.0,7.0,1639999.9999999998,3.45,1.5,Mahindra Quanto,Mahindra,kmpl,17.21
Honda City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,117.3,5.0,1529000.0,6.57,1.5,Honda City,Honda,kmpl,17.4
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,174.33,5.0,5314000.0,17.5,2.0,Audi A4,Audi,kmpl,17.11
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,73.9,5.0,1126000.0,3.75,1.2,Volkswagen Polo,Volkswagen,kmpl,22.07
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,121.36,5.0,1323000.0,9.99,1.5,Ford EcoSport,Ford,kmpl,14.8
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,100.0,7.0,2354000.0,8.2,2.5,Toyota Innova,Toyota,kmpl,12.99
Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,100.0,5.0,1268000.0,1.1,1.5,Honda City,Honda,kmpl,13.0
Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,47.3,5.0,448000.00000000006,2.45,0.8,Maruti Alto,Maruti,kmpl,24.7
Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,224.34,5.0,4949000.0,13.75,3.0,Mercedes-Benz M-Class,Mercedes-Benz,kmpl,8.7
Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,74.0,5.0,792000.0,3.0,1.2,Maruti Swift,Maruti,kmpl,26.59
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,88.5,5.0,1106000.0,9.25,1.2,Maruti Vitara,Maruti,kmpl,24.3
Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,215.0,5.0,4567000.0,17.65,2.4,Volvo S60,Volvo,kmpl,13.2
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,168.5,7.0,3717000.0,18.25,3.0,Toyota Fortuner,Toyota,kmpl,12.55
Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,90.0,5.0,974000.0,3.45,1.4,Hyundai i20,Hyundai,kmpl,23.0
Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,174.33,5.0,5300500.0,23.75,2.0,Audi A4,Audi,kmpl,17.11
Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,108.5,5.0,1721000.0,5.45,1.5,Nissan Terrano,Nissan,kmpl,19.64
Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,67.04,5.0,656000.0,5.25,1.0,Maruti Celerio,Maruti,kmpl,23.1
Hyundai i10 Sportz AT,Delhi,2012,62282,Petrol,Automatic,First,78.9,5.0,974000.0,2.9,1.2,Hyundai i10,Hyundai,kmpl,16.95
BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,190.0,5.0,4720000.0,14.2,2.0,BMW 3,BMW,kmpl,22.69
Hyundai Grand i10 Sportz,Kochi,2018,43698,Petrol,Manual,First,82.0,5.0,705000.0,5.8,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,First,82.0,5.0,746000.0,7.22,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,81.86,5.0,682000.0,4.87,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,Petrol,Manual,First,74.0,5.0,1126000.0,3.3,1.2,Volkswagen Polo,Volkswagen,kmpl,16.47
Honda City ZX EXi,Hyderabad,2007,91000,Petrol,Manual,Second,78.0,5.0,1268000.0,3.0,1.5,Honda City,Honda,kmpl,17.7
Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000,Diesel,Automatic,First,136.0,5.0,4194000.0,26.0,2.1,Mercedes-Benz GLA,Mercedes-Benz,kmpl,17.9
Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,Petrol,Manual,First,35.0,5.0,792000.0,2.9,0.8,Maruti Omni,Maruti,kmpl,14.0
Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,Petrol,Automatic,First,121.3,5.0,1392000.0,7.5,1.6,Hyundai Verna,Hyundai,kmpl,15.74
Maruti Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,47.3,5.0,448000.00000000006,2.36,0.8,Maruti Alto,Maruti,kmpl,22.74
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,88.5,5.0,1256000.0,11.39,1.2,Maruti Vitara,Maruti,kmpl,24.3
Mahindra XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,140.0,7.0,1639999.9999999998,7.02,2.2,Mahindra XUV500,Mahindra,kmpl,15.1
Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,88.5,5.0,1014000.0,8.0,1.2,Maruti Vitara,Maruti,kmpl,24.3
Hyundai i20 1.2 Spotz,Kochi,2017,51612,Petrol,Manual,First,81.83,5.0,974000.0,7.11,1.2,Hyundai i20,Hyundai,kmpl,18.6
Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,Diesel,Automatic,First,157.7,5.0,8757000.0,3.9,1.8,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,10.0
Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,46.3,5.0,448000.00000000006,2.15,0.8,Maruti Alto,Maruti,kmpl,19.7
Honda Amaze S i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,86.7,5.0,736000.0,3.25,1.2,Honda Amaze,Honda,kmpl,18.0
Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,255.0,5.0,16000000.0,70.66,3.0,Land Rover,Land,kmpl,12.65
Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,70.0,5.0,746000.0,4.61,1.1,Hyundai Grand,Hyundai,kmpl,24.0
Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,Petrol,Manual,First,130.0,5.0,1185000.0,2.35,1.8,Honda Civic,Honda,kmpl,13.5
Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,70.0,5.0,746000.0,4.05,1.1,Hyundai Grand,Hyundai,kmpl,24.0
Maruti 800 AC Uniq,Jaipur,2009,22100,Petrol,Manual,Second,37.0,4.0,792000.0,0.8,0.8,Maruti 800,Maruti,kmpl,16.1
Toyota Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,67.1,5.0,977000.0,5.6,1.4,Toyota Etios,Toyota,kmpl,23.59
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,88.73,5.0,974000.0,5.35,1.4,Hyundai i20,Hyundai,kmpl,22.54
Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,67.1,5.0,482000.0,3.25,1.0,Maruti Alto,Maruti,kmpl,24.07
BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,184.0,5.0,4957500.0,11.5,2.0,BMW X1,BMW,kmpl,17.05
Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,67.04,5.0,592500.0,4.25,1.0,Maruti Celerio,Maruti,kmpl,23.1
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,Petrol,Automatic,Second,157.75,5.0,3336000.0,4.45,1.8,Skoda Superb,Skoda,kmpl,13.7
Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,112.0,7.0,1167000.0,2.85,2.5,Mahindra Xylo,Mahindra,kmpl,14.0
Mahindra XUV500 W8 2WD,Delhi,2014,86000,Diesel,Manual,First,140.0,7.0,1639999.9999999998,7.85,2.2,Mahindra XUV500,Mahindra,kmpl,15.1
Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,85.8,5.0,727000.0,5.3,1.2,Maruti Swift,Maruti,kmpl,19.1
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,123.24,5.0,1212000.0,8.0,1.0,Ford Ecosport,Ford,kmpl,18.88
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,87.2,5.0,1927000.0,9.43,1.4,Toyota Corolla,Toyota,kmpl,21.43
Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,Petrol,Manual,First,80.0,5.0,974000.0,2.75,1.2,Hyundai i20,Hyundai,kmpl,18.5
Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,Diesel,Manual,First,108.45,5.0,1501000.0,13.5,1.5,Renault Captur,Renault,kmpl,20.37
Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,198.5,5.0,8757000.0,9.99,3.0,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,11.0
Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,100.0,5.0,1036000.0,6.95,1.0,Maruti Baleno,Maruti,kmpl,21.1
Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,Petrol,Automatic,First,99.6,5.0,1133000.0,6.75,1.5,Nissan Sunny,Nissan,kmpl,17.97
Hyundai Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,First,82.0,5.0,818000.0,5.5,1.2,Hyundai Grand,Hyundai,kmpl,18.9
Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,103.25,5.0,1111000.0,9.18,1.5,Maruti Ciaz,Maruti,kmpl,21.56
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,Petrol,Manual,First,82.0,5.0,806000.0,4.15,1.2,Hyundai Xcent,Hyundai,kmpl,19.1
Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,Diesel,Manual,First,126.32,5.0,1370000.0,6.5,1.6,Hyundai Verna,Hyundai,kmpl,22.32
Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,81.8,5.0,544000.0,4.11,1.2,Maruti Wagon,Maruti,kmpl,21.5
Hyundai Verna CRDi,Hyderabad,2008,90000,Diesel,Manual,Second,110.0,5.0,1392000.0,2.25,1.5,Hyundai Verna,Hyundai,kmpl,16.8
Toyota Etios Liva G,Kochi,2015,52207,Petrol,Manual,First,78.9,5.0,641000.0,4.56,1.2,Toyota Etios,Toyota,kmpl,17.71
Mahindra Xylo E4 ABS BS III,Pune,2013,167362,Diesel,Manual,First,112.0,7.0,1167000.0,4.0,2.5,Mahindra Xylo,Mahindra,kmpl,11.68
Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,67.06,5.0,977000.0,5.27,1.4,Toyota Etios,Toyota,kmpl,23.59
Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,63.0,7.0,1155000.0,9.11,2.5,Mahindra Thar,Mahindra,kmpl,18.06
Nissan X-Trail SLX MT,Pune,2010,128000,Diesel,Manual,Second,147.6,5.0,1133000.0,6.2,2.0,Nissan X-Trail,Nissan,kmpl,14.42
Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,171.5,7.0,2655000.0,19.97,2.8,Toyota Innova,Toyota,kmpl,11.36
Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,88.7,5.0,1181000.0,10.17,1.4,Hyundai Creta,Hyundai,kmpl,21.38
Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,74.0,5.0,826000.0,4.5,1.2,Maruti Swift,Maruti,kmpl,28.4
Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,126.2,5.0,1354500.0,14.28,1.6,Hyundai Verna,Hyundai,kmpl,23.9
Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,46.3,5.0,448000.00000000006,2.47,0.8,Maruti Alto,Maruti,kmpl,19.7
Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,88.5,5.0,792000.0,7.9,1.2,Maruti S,Maruti,kmpl,23.65
Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,55.2,5.0,974000.0,2.3,0.8,Hyundai EON,Hyundai,kmpl,21.1
Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,102.5,5.0,1506000.0,6.5,1.6,Nissan Terrano,Nissan,kmpl,13.24
Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,55.2,5.0,974000.0,3.25,0.8,Hyundai EON,Hyundai,kmpl,21.1
Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,88.7,5.0,1006000.0,5.85,1.2,Tata Zest,Tata,kmpl,20.65
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000,Diesel,Automatic,Second,203.0,5.0,8757000.0,29.0,2.1,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,14.21
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,Diesel,Automatic,Second,174.3,5.0,5314000.0,25.71,2.0,Audi Q5,Audi,kmpl,14.16
Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873,Petrol,Manual,Second,101.0,5.0,1147000.0,1.85,1.6,Ford Fiesta,Ford,kmpl,15.3
BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,184.0,5.0,5655000.0,22.75,2.0,BMW 3,BMW,kmpl,18.88
Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,100.0,5.0,1036000.0,8.32,1.0,Maruti Baleno,Maruti,kmpl,21.1
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000,Diesel,Automatic,First,203.0,5.0,8757000.0,26.0,2.1,Mercedes-Benz E-Class,Mercedes-Benz,kmpl,14.21
Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,78.9,5.0,974000.0,3.45,1.2,Hyundai i10,Hyundai,kmpl,20.36
Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,82.0,5.0,746000.0,5.15,1.2,Hyundai Grand,Hyundai,kmpl,18.9
